,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Ano novo,Ano novo_lower,Ano novo_upper,Carnaval,Carnaval_lower,Carnaval_upper,Carnaval (Day off),Carnaval (Day off)_lower,Carnaval (Day off)_upper,Dia Internacional da Mulher,Dia Internacional da Mulher_lower,Dia Internacional da Mulher_upper,Dia Internacional da Mulher (Day off),Dia Internacional da Mulher (Day off)_lower,Dia Internacional da Mulher (Day off)_upper,Dia Mundial do Trabalho,Dia Mundial do Trabalho_lower,Dia Mundial do Trabalho_upper,Dia da Independência,Dia da Independência_lower,Dia da Independência_upper,Dia da Independência (Day off),Dia da Independência (Day off)_lower,Dia da Independência (Day off)_upper,Dia da Libertação da África Austral,Dia da Libertação da África Austral_lower,Dia da Libertação da África Austral_upper,Dia da Libertação da África Austral (Day off),Dia da Libertação da África Austral (Day off)_lower,Dia da Libertação da África Austral (Day off)_upper,Dia da Paz e Reconciliação,Dia da Paz e Reconciliação_lower,Dia da Paz e Reconciliação_upper,Dia da Paz e Reconciliação (Day off),Dia da Paz e Reconciliação (Day off)_lower,Dia da Paz e Reconciliação (Day off)_upper,Dia de Natal e da Família,Dia de Natal e da Família_lower,Dia de Natal e da Família_upper,Dia do Herói Nacional,Dia do Herói Nacional_lower,Dia do Herói Nacional_upper,Dia do Herói Nacional (Day off),Dia do Herói Nacional (Day off)_lower,Dia do Herói Nacional (Day off)_upper,Dia do Início da Luta Armada,Dia do Início da Luta Armada_lower,Dia do Início da Luta Armada_upper,Dia do Início da Luta Armada (Day off),Dia do Início da Luta Armada (Day off)_lower,Dia do Início da Luta Armada (Day off)_upper,Dia dos Finados,Dia dos Finados_lower,Dia dos Finados_upper,Dia dos Finados (Day off),Dia dos Finados (Day off)_lower,Dia dos Finados (Day off)_upper,Sexta-feira Santa,Sexta-feira Santa_lower,Sexta-feira Santa_upper,holidays,holidays_lower,holidays_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,school_holiday,school_holiday_lower,school_holiday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
70,2021-08-20,6.366916355639056,2.187533002312017,11.999209690161885,6.366916355639056,6.366916355639056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216225,0.0216225,0.0216225,-0.24093845257472438,-0.24093845257472438,-0.24093845257472438,0.06686313868725013,0.06686313868725013,0.06686313868725013,0.0216225,0.0216225,0.0216225,0.038007613544772584,0.038007613544772584,0.038007613544772584,0.2481714777172019,0.2481714777172019,0.2481714777172019,0.0,0.0,0.0,6.792628366936272
71,2021-08-28,6.341866802708498,4.54438595574205,13.80499583030924,6.341866802708498,6.341866802708498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216225,0.0216225,0.0216225,0.12951124827436583,0.12951124827436583,0.12951124827436583,0.44889761210823204,0.44889761210823204,0.44889761210823204,0.0216225,0.0216225,0.0216225,0.12177374593605579,0.12177374593605579,0.12177374593605579,0.1759901178978105,0.1759901178978105,0.1759901178978105,0.0,0.0,0.0,9.188715666752811
72,2021-08-31,6.332473220359538,2.9361536693054253,12.466477223636202,6.332473220359538,6.332473220359538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216225,0.0216225,0.0216225,0.22132213332081405,0.22132213332081405,0.22132213332081405,0.19943574738800535,0.19943574738800535,0.19943574738800535,0.0216225,0.0216225,0.0216225,-0.2114327868889344,-0.2114327868889344,-0.2114327868889344,0.16792390095612572,0.16792390095612572,0.16792390095612572,0.0,0.0,0.0,7.595394749876471
73,2021-09-01,6.3293420263907745,4.2382524840421105,13.863749311853288,6.3293420263907745,6.3293420263907745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216225,0.0216225,0.0216225,0.21124502941464998,0.21124502941464998,0.21124502941464998,0.36075310346054,0.36075310346054,0.36075310346054,0.0216225,0.0216225,0.0216225,-0.038848752298019484,-0.038848752298019484,-0.038848752298019484,0.16673432634390947,0.16673432634390947,0.16673432634390947,0.0,0.0,0.0,8.61267180527447
74,2021-09-22,6.263586953046753,-0.23101784093316896,9.760052232875525,6.263586953046753,6.263586953046753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216225,0.0216225,0.0216225,-0.1793185905815556,-0.1793185905815556,-0.1793185905815556,-0.21295834630197585,-0.21295834630197585,-0.21295834630197585,0.0216225,0.0216225,0.0216225,-0.03884875229821984,-0.03884875229821984,-0.03884875229821984,-0.016413503422200392,-0.016413503422200392,-0.016413503422200392,0.0,0.0,0.0,4.9297038336072845
75,2021-10-01,6.235406207327885,2.1161535360746107,12.251286144610166,6.235406207327885,6.235406207327885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21863308411042046,0.21863308411042046,0.21863308411042046,0.1466189668669261,0.1466189668669261,0.1466189668669261,0.0,0.0,0.0,0.038007613544698594,0.038007613544698594,0.038007613544698594,-0.11002173078819297,-0.11002173078819297,-0.11002173078819297,0.0,0.0,0.0,7.149635023441918
76,2021-10-04,6.226012625421596,1.505958450437195,11.094274178005563,6.226012625421596,6.226012625421596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116964119326596,0.116964119326596,0.116964119326596,0.017945345503049343,0.017945345503049343,0.017945345503049343,0.0,0.0,0.0,0.006942281310352561,0.006942281310352561,0.006942281310352561,-0.10596105513389924,-0.10596105513389924,-0.10596105513389924,0.0,0.0,0.0,6.337740573091135
77,2021-10-06,6.219750237484071,-0.0022626337336207033,9.66050280787057,6.219750237484071,6.219750237484071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07984204877370149,-0.07984204877370149,-0.07984204877370149,-0.21206486941496297,-0.21206486941496297,-0.21206486941496297,0.0,0.0,0.0,-0.03884875229809018,-0.03884875229809018,-0.03884875229809018,-0.09337406834317133,-0.09337406834317133,-0.09337406834317133,0.0,0.0,0.0,4.900759715578327
78,2021-10-07,6.216619043515308,-0.5893556210899675,8.82309784398156,6.216619043515308,6.216619043515308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18011536852708135,-0.18011536852708135,-0.18011536852708135,-0.3520000014723092,-0.3520000014723092,-0.3520000014723092,0.0,0.0,0.0,-0.08723339999999319,-0.08723339999999319,-0.08723339999999319,-0.08465123294523465,-0.08465123294523465,-0.08465123294523465,0.0,0.0,0.0,4.028369131045134
79,2021-10-20,6.175913521921389,-0.23790894312505634,9.507110777153919,6.175913521921389,6.175913521921389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2409384525747793,-0.2409384525747793,-0.2409384525747793,-0.2489954009611203,-0.2489954009611203,-0.2489954009611203,0.0,0.0,0.0,-0.038848752297922756,-0.038848752297922756,-0.038848752297922756,0.030791803911581716,0.030791803911581716,0.030791803911581716,0.0,0.0,0.0,4.638139458229368
80,2021-10-22,6.169651133983863,0.0842288396696483,10.221274951830344,6.169651133983863,6.169651133983863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23766356971810168,-0.23766356971810168,-0.23766356971810168,-0.17240437520568633,-0.17240437520568633,-0.17240437520568633,0.0,0.0,0.0,0.038007613544626596,0.038007613544626596,0.038007613544626596,0.027251580967788715,0.027251580967788715,0.027251580967788715,0.0,0.0,0.0,5.105976284992321
81,2021-10-28,6.150863970171285,1.3199236126624279,11.121108270835794,6.150863970171285,6.150863970171285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129511248274317,0.129511248274317,0.129511248274317,0.014240905710831909,0.014240905710831909,0.014240905710831909,0.0,0.0,0.0,-0.08723339999992612,-0.08723339999992612,-0.08723339999992612,-0.02803694256355899,-0.02803694256355899,-0.02803694256355899,0.0,0.0,0.0,6.2384578440106475
82,2021-10-29,6.147732787902091,2.154928194050545,12.023047528110549,6.147732787902091,6.147732787902091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1710492268914207,0.1710492268914207,0.1710492268914207,0.16750306950309962,0.16750306950309962,0.16750306950309962,0.0,0.0,0.0,0.03800761354462592,0.03800761354462592,0.03800761354462592,-0.04155377093294704,-0.04155377093294704,-0.04155377093294704,0.0,0.0,0.0,7.1774969003605396
83,2021-11-04,6.12894569428692,0.4093102698613251,9.75473740013931,6.12894569428692,6.12894569428692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07865461494238651,0.07865461494238651,0.07865461494238651,-0.1274898615003182,-0.1274898615003182,-0.1274898615003182,0.0,0.0,0.0,-0.0872333999999457,-0.0872333999999457,-0.0872333999999457,-0.11891107644275903,-0.11891107644275903,-0.11891107644275903,0.0,0.0,0.0,5.3475672565793095
84,2021-11-08,6.116420965210141,-0.9982981068065843,8.747650938997744,6.116420965210141,6.116420965210141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21547932500803213,-0.21547932500803213,-0.21547932500803213,-0.3521419011513694,-0.3521419011513694,-0.3521419011513694,0.0,0.0,0.0,0.006942281310487301,0.006942281310487301,0.006942281310487301,-0.14360485745382456,-0.14360485745382456,-0.14360485745382456,0.0,0.0,0.0,3.9625728582789486
85,2021-11-12,6.103896236133361,0.24373810305322302,10.012642633975982,6.103896236133361,6.103896236133361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0278378,-0.0278378,-0.0278378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0278378,-0.0278378,-0.0278378,-0.014633738774669069,-0.014633738774669069,-0.014633738774669069,-0.13777684045982636,-0.13777684045982636,-0.13777684045982636,0.0,0.0,0.0,0.038007613544624584,0.038007613544624584,0.038007613544624584,-0.13331291522978186,-0.13331291522978186,-0.13331291522978186,0.0,0.0,0.0,5.26292069822428
86,2021-11-13,6.100765053864166,1.2247563102149843,10.496507681324212,6.100765053864166,6.100765053864166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02384201919666152,-0.02384201919666152,-0.02384201919666152,-0.027507214426378247,-0.027507214426378247,-0.027507214426378247,0.0,0.0,0.0,0.12177374593586415,0.12177374593586415,0.12177374593586415,-0.1254389411655809,-0.1254389411655809,-0.1254389411655809,0.0,0.0,0.0,5.932950001362569
87,2021-11-17,6.088240324787386,0.8627193781048328,10.73992186978343,6.088240324787386,6.088240324787386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07216814568957705,0.07216814568957705,0.07216814568957705,-0.04566711142118873,-0.04566711142118873,-0.04566711142118873,0.0,0.0,0.0,-0.038848752298039385,-0.038848752298039385,-0.038848752298039385,-0.07898650481272639,-0.07898650481272639,-0.07898650481272639,0.0,0.0,0.0,5.810207975516346
88,2021-11-18,6.08510914251819,0.09767754448907662,9.842256349389428,6.08510914251819,6.08510914251819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.034698333600246906,-0.034698333600246906,-0.034698333600246906,-0.18717540214226694,-0.18717540214226694,-0.18717540214226694,0.0,0.0,0.0,-0.08723339999985905,-0.08723339999985905,-0.08723339999985905,-0.065243668542161,-0.065243668542161,-0.065243668542161,0.0,0.0,0.0,4.946126391687763
89,2021-11-20,6.0788467779798,-0.15837730026523592,9.519735616724788,6.0788467779798,6.0788467779798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28079834971569123,-0.28079834971569123,-0.28079834971569123,-0.1968562091484759,-0.1968562091484759,-0.1968562091484759,0.0,0.0,0.0,0.12177374593605855,0.12177374593605855,0.12177374593605855,-0.037831605368843196,-0.037831605368843196,-0.037831605368843196,0.0,0.0,0.0,4.88218804527227
90,2021-11-27,6.056928502095435,2.4956164386479154,12.560486567576788,6.056928502095435,6.056928502095435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11464463994302268,0.11464463994302268,0.11464463994302268,0.2554015760169295,0.2554015760169295,0.2554015760169295,0.0,0.0,0.0,0.12177374593625294,0.12177374593625294,0.12177374593625294,0.018983190137653864,0.018983190137653864,0.018983190137653864,0.0,0.0,0.0,7.603877587352469
91,2021-12-02,6.041272592881071,2.02348131872139,11.555911783201497,6.041272592881071,6.041272592881071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20039760788657512,0.20039760788657512,0.20039760788657512,0.1045487122231361,0.1045487122231361,0.1045487122231361,0.0,0.0,0.0,-0.08723340000005271,-0.08723340000005271,-0.08723340000005271,-0.008615495663386312,-0.008615495663386312,-0.008615495663386312,0.0,0.0,0.0,6.672879862655713
92,2021-12-03,6.038141411038199,2.35455016420716,11.989748444425208,6.038141411038199,6.038141411038199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16917719716253307,0.16917719716253307,0.16917719716253307,0.18622827085407428,0.18622827085407428,0.18622827085407428,0.0,0.0,0.0,0.038007613544842965,0.038007613544842965,0.038007613544842965,-0.020956539853301728,-0.020956539853301728,-0.020956539853301728,0.0,0.0,0.0,7.1626140451882225
93,2021-12-07,6.025616683666707,-1.4758471314205701,8.031029927110302,6.025616683666707,6.025616683666707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18011536852722282,-0.18011536852722282,-0.18011536852722282,-0.47554566892754774,-0.47554566892754774,-0.47554566892754774,0.0,0.0,0.0,-0.21143278688894568,-0.21143278688894568,-0.21143278688894568,-0.08399751351137916,-0.08399751351137916,-0.08399751351137916,0.0,0.0,0.0,3.160160767131431
94,2021-12-09,6.019354319980962,-1.4028660434864857,8.901108633320922,6.019354319980962,6.019354319980962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19042063851059715,-0.19042063851059715,-0.19042063851059715,-0.3955916092800991,-0.3955916092800991,-0.3955916092800991,0.0,0.0,0.0,-0.0872333999998692,-0.0872333999998692,-0.0872333999998692,-0.1179375707696328,-0.1179375707696328,-0.1179375707696328,0.0,0.0,0.0,3.6381482577125768
95,2021-12-13,6.006829592609471,0.012835051396485078,9.72745562498827,6.006829592609471,6.006829592609471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020451809831019914,-0.020451809831019914,-0.020451809831019914,-0.18583507513803724,-0.18583507513803724,-0.18583507513803724,0.0,0.0,0.0,0.006942281310284501,0.006942281310284501,0.006942281310284501,-0.17232554661730182,-0.17232554661730182,-0.17232554661730182,0.0,0.0,0.0,4.890549963925504
96,2021-12-15,6.000567228923725,0.14518112438728759,9.472720363885017,6.000567228923725,6.000567228923725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01927551084480504,0.01927551084480504,0.01927551084480504,-0.2056602287686181,-0.2056602287686181,-0.2056602287686181,0.0,0.0,0.0,-0.03884875229815596,-0.03884875229815596,-0.03884875229815596,-0.18608698731526718,-0.18608698731526718,-0.18608698731526718,0.0,0.0,0.0,4.766489199881798
97,2021-12-16,5.997436047080852,-0.2792624139555586,9.532931136372293,5.997436047080852,5.997436047080852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07628488538227356,0.07628488538227356,0.07628488538227356,-0.1994290271832212,-0.1994290271832212,-0.1994290271832212,0.0,0.0,0.0,-0.08723339999996604,-0.08723339999996604,-0.08723339999996604,-0.18848051256552872,-0.18848051256552872,-0.18848051256552872,0.0,0.0,0.0,4.801373210617934
